ImportedFileName,TransactionID,PostingDate,BranchID,DepartmentID,AccountCode,VendorID,DocumentNumber,Description,Amount,TransactionType,SourceFile,PostingMonthMatchFlag,SourceFileMatchFlag,AmountValidationFlag,TransactionTypeValidationFlag,DescriptionFormatFlag,RepairExceptionFlag,BranchValidationFlag,DepartmentValidationFlag,AccountValidationFlag,MonthKey,MonthKeyValidationFlag,VendorStatus_Master,VendorValidationFlag,DuplicateTransactionIDFlag,RepeatedVendorDocumentFlag,ValidationStatus,DepartmentID_Processed,AccountCode_Processed,Description_Processed,ResolutionAction,ReportingTreatment
actual_transactions_2025_02.xlsx,TXN-202502-00176,10/2/2025,BR02,D01,7100,V025,INV-V025-202502-0176,Professional development course,390,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D01,7100,Professional development course,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00180,10/2/2025,BR02,D02,5100,V005,INV-V005-202502-0180,Service subcontractor cost,4560,Purchase,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D02,5100,Service subcontractor cost,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00247,10/2/2025,BR03,D01,4000,,SI-202502-BR03-0247,Equipment sales,18870,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4000,Equipment sales,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00294,10/2/2025,BR03,D02,5100,V006,INV-V006-202502-0294,Service subcontractor cost,5580,Purchase,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D02,5100,Service subcontractor cost,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00296,10/2/2025,BR03,D02,5100,V006,INV-V006-202502-0296,Installation labour cost,6280,Purchase,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D02,5100,Installation labour cost,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00469,10/2/2025,BR04,D04,6900,V023,INV-V023-202502-0469,Accounting support,610,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D04,6900,Accounting support,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00008,11/2/2025,BR01,D01,4000,,SI-202502-BR01-0008,Product sales invoice,21450,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4000,Product sales invoice,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00032,11/2/2025,BR01,D01,5000,V001,INV-V001-202502-0032,Equipment procurement,16230,Purchase,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D01,5000,Equipment procurement,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00047,11/2/2025,BR01,D01,6700,V018,INV-V018-202502-0047,Software subscription,940,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D01,6700,Software subscription,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00076,11/2/2025,BR01,D02,7100,V025,INV-V025-202502-0076,Employee training programme,460,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D02,7100,Employee training programme,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00134,11/2/2025,BR02,D01,4000,,SI-202502-BR02-0134,Equipment sales,13490,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4000,Equipment sales,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00152,11/2/2025,BR02,D01,4200,,OI-202502-BR02-0152,Delivery fee income,860,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4200,Delivery fee income,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00160,11/2/2025,BR02,D01,5000,V004,INV-V004-202502-0160,Replacement unit purchase,14220,Purchase,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D01,5000,Replacement unit purchase,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00251,11/2/2025,BR03,D01,4000,,SI-202502-BR03-0251,Business hardware sale,13780,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4000,Business hardware sale,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00274,11/2/2025,BR03,D01,5000,V002,INV-V002-202502-0274,Replacement unit purchase,18140,Purchase,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D01,5000,Replacement unit purchase,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00322,11/2/2025,BR03,D03,6700,V018,INV-V018-202502-0322,Cloud and security services,1100,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D03,6700,Cloud and security services,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00358,11/2/2025,BR04,D01,4000,,SI-202502-BR04-0358,Business hardware sale,13640,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4000,Business hardware sale,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00370,11/2/2025,BR04,D01,4000,,SI-202502-BR04-0370,Business hardware sale,13010,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4000,Business hardware sale,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00371,11/2/2025,BR04,D01,4000,,SI-202502-BR04-0371,Equipment sales,19200,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4000,Equipment sales,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00398,11/2/2025,BR04,D01,6400,V013,INV-V013-202502-0398,Promotional materials,1330,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D01,6400,Promotional materials,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00466,11/2/2025,BR04,D04,6800,V020,INV-V020-202502-0466,Office supplies purchase,160,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D04,6800,Office supplies purchase,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00049,12/2/2025,BR01,D01,6800,V020,INV-V020-202502-0049,Office supplies purchase,190,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D01,6800,Office supplies purchase,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00096,12/2/2025,BR01,D03,6900,V023,INV-V023-202502-0096,Legal and compliance service,940,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D03,6900,Legal and compliance service,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00150,12/2/2025,BR02,D01,4100,,SV-202502-BR02-0150,Technical support service,2840,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4100,Technical support service,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00198,12/2/2025,BR02,D02,7100,V025,INV-V025-202502-0198,Employee training programme,490,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D02,7100,Employee training programme,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00199,12/2/2025,BR02,D02,7200,V026,INV-V026-202502-0199,Accommodation and travel,360,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D02,7200,Accommodation and travel,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00213,12/2/2025,BR02,D03,6800,V021,INV-V021-202502-0213,Printing and stationery,420,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D03,6800,Printing and stationery,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00226,12/2/2025,BR02,D03,7500,,INV-GEN-202502-0226,Miscellaneous operating expense,260,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D03,7500,Miscellaneous operating expense,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00236,12/2/2025,BR02,D04,7200,V026,INV-V026-202502-0236,Business travel expense,180,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D04,7200,Business travel expense,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00297,12/2/2025,BR03,D02,5100,V006,INV-V006-202502-0297,Installation labour cost,7270,Purchase,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D02,5100,Installation labour cost,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00300,12/2/2025,BR03,D02,6500,V015,INV-V015-202502-0300,Freight and transport,1340,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D02,6500,Freight and transport,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00353,12/2/2025,BR03,D04,7500,,INV-GEN-202502-0353,Minor administrative expense,290,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D04,7500,Minor administrative expense,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00363,12/2/2025,BR04,D01,4000,,SI-202502-BR04-0363,Product sales invoice,12570,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4000,Product sales invoice,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00376,12/2/2025,BR04,D01,4100,,SV-202502-BR04-0376,Maintenance service invoice,7830,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4100,Maintenance service invoice,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00377,12/2/2025,BR04,D01,4100,,SV-202502-BR04-0377,Installation service,10450,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4100,Installation service,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00383,12/2/2025,BR04,D01,4200,,OI-202502-BR04-0383,Delivery fee income,1600,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4200,Delivery fee income,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00392,12/2/2025,BR04,D01,5000,V002,INV-V002-202502-0392,Equipment procurement,14850,Purchase,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D01,5000,Equipment procurement,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00429,12/2/2025,BR04,D02,6800,V020,INV-V020-202502-0429,Printing and stationery,260,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D02,6800,Printing and stationery,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00433,12/2/2025,BR04,D02,7200,V026,INV-V026-202502-0433,Accommodation and travel,370,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D02,7200,Accommodation and travel,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00440,12/2/2025,BR04,D03,6300,V011,INV-V011-202502-0440,Electricity and utilities,1450,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D03,6300,Electricity and utilities,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00088,13/2/2025,BR01,D03,6600,V017,INV-V017-202502-0088,Routine maintenance,840,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D03,6600,Routine maintenance,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00105,13/2/2025,BR01,D03,7500,,INV-GEN-202502-0105,Miscellaneous operating expense,410,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D03,7500,Miscellaneous operating expense,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00128,13/2/2025,BR02,D01,4000,,SI-202502-BR02-0128,Business hardware sale,7370,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4000,Business hardware sale,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00173,13/2/2025,BR02,D01,6800,V021,INV-V021-202502-0173,Printing and stationery,110,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D01,6800,Printing and stationery,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00248,13/2/2025,BR03,D01,4000,,SI-202502-BR03-0248,Equipment sales,16620,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4000,Equipment sales,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00321,13/2/2025,BR03,D03,6600,V017,INV-V017-202502-0321,Equipment repair,610,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D03,6600,Equipment repair,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00342,13/2/2025,BR03,D04,6800,V021,INV-V021-202502-0342,Printing and stationery,220,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D04,6800,Printing and stationery,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00364,13/2/2025,BR04,D01,4000,,SI-202502-BR04-0364,Product sales invoice,18370,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4000,Product sales invoice,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00378,13/2/2025,BR04,D01,4100,,SV-202502-BR04-0378,Technical support service,11510,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4100,Technical support service,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00472,13/2/2025,BR04,D04,7200,V026,INV-V026-202502-0472,Accommodation and travel,220,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D04,7200,Accommodation and travel,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00112,14/2/2025,BR01,D04,6800,V020,INV-V020-202502-0112,Printing and stationery,190,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D04,6800,Printing and stationery,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00133,14/2/2025,BR02,D01,4000,,SI-202502-BR02-0133,Business hardware sale,14810,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4000,Business hardware sale,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00141,14/2/2025,BR02,D01,4100,,SV-202502-BR02-0141,Technical support service,6470,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4100,Technical support service,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00174,14/2/2025,BR02,D01,6800,V021,INV-V021-202502-0174,Office supplies purchase,100,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D01,6800,Office supplies purchase,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00197,14/2/2025,BR02,D02,6800,V021,INV-V021-202502-0197,Printing and stationery,180,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D02,6800,Printing and stationery,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00269,14/2/2025,BR03,D01,5000,V001,INV-V001-202502-0269,Product inventory purchase,27390,Purchase,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D01,5000,Product inventory purchase,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00292,14/2/2025,BR03,D01,7200,V026,INV-V026-202502-0292,Business travel expense,620,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D01,7200,Business travel expense,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00319,14/2/2025,BR03,D03,6600,V017,INV-V017-202502-0319,Routine maintenance,600,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D03,6600,Routine maintenance,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00349,14/2/2025,BR03,D04,7200,V026,INV-V026-202502-0349,Business travel expense,100,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D04,7200,Business travel expense,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00382,14/2/2025,BR04,D01,4200,,OI-202502-BR04-0382,Delivery fee income,2050,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4200,Delivery fee income,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00425,14/2/2025,BR04,D02,6500,V014,INV-V014-202502-0425,Freight and transport,830,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D02,6500,Freight and transport,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00434,14/2/2025,BR04,D02,7200,V026,INV-V026-202502-0434,Accommodation and travel,470,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D02,7200,Accommodation and travel,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00452,14/2/2025,BR04,D03,7100,V025,INV-V025-202502-0452,Employee training programme,220,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D03,7100,Employee training programme,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00001,15/2/2025,BR01,D01,4000,,SI-202502-BR01-0001,Equipment sales,21690,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4000,Equipment sales,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00002,15/2/2025,BR01,D01,4000,,SI-202502-BR01-0002,Business hardware sale,13080,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4000,Business hardware sale,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00020,15/2/2025,BR01,D01,4100,,SV-202502-BR01-0020,Maintenance service invoice,9460,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4100,Maintenance service invoice,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00025,15/2/2025,BR01,D01,4200,,OI-202502-BR01-0025,Other operating income,2860,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4200,Other operating income,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00048,15/2/2025,BR01,D01,6800,V020,INV-V020-202502-0048,Printing and stationery,240,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D01,6800,Printing and stationery,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00090,15/2/2025,BR01,D03,6700,V019,INV-V019-202502-0090,Software subscription,880,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D03,6700,Software subscription,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00095,15/2/2025,BR01,D03,6900,V022,INV-V022-202502-0095,Accounting support,2040,Expense,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,Active,Valid,Unique,Unique / Not Applicable,Pass,D03,6900,Accounting support,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00139,15/2/2025,BR02,D01,4000,,SI-202502-BR02-0139,Product sales invoice,15790,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4000,Product sales invoice,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00149,15/2/2025,BR02,D01,4100,,SV-202502-BR02-0149,Installation service,3130,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4100,Installation service,No action required,Include - Valid
actual_transactions_2025_02.xlsx,TXN-202502-00250,15/2/2025,BR03,D01,4000,,SI-202502-BR03-0250,Product sales invoice,17850,Revenue,actual_transactions_2025_02.xlsx,Match,Match,Valid,Valid,Standard,Normal,Valid,Valid,Valid,2025-02,Valid,,No Vendor / Not Applicable,Unique,Unique / Not Applicable,Pass,D01,4000,Product sales invoice,No action required,Include - Valid
